model;kms;img;title;link;price;year;maker;cc;type
CONTINENTAL GT;1500;http://mco-s2-p.mlstatic.com/royal-enfield-continental-gt-roja-cafe-racer-429021-MCO20698649515_052016-O.jpg;Royal Enfield Continental Gt Roja Cafe Racer;http://articulo.tumoto.com.co/MCO-422750653-royal-enfield-continental-gt-roja-cafe-racer-_JM; 13500000;2015;Royal Enfield;501 cc o más;Clásicas
2015;4000;http://mco-s1-p.mlstatic.com/royal-enfield-2015-251-cc-500-cc-627911-MCO20660338188_042016-O.jpg;Royal Enfield 2015 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-421679972-royal-enfield-2015-251-cc-500-cc-_JM; 14500000;2015;Royal Enfield;251 cc - 500 cc;Clásicas
Classic 350;10171;http://mco-s2-p.mlstatic.com/royal-enfield-classic-350-251-cc-500-cc-307021-MCO20694297583_042016-O.jpg;Royal Enfield Classic 350 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-422679762-royal-enfield-classic-350-251-cc-500-cc-_JM; 9500000;2015;Royal Enfield;251 cc - 500 cc;Clásicas
classic500;1585;http://mco-s1-p.mlstatic.com/royal-enfield-classic500-362021-MCO20700752186_052016-O.jpg;Royal Enfield Classic500;http://articulo.tumoto.com.co/MCO-422785952-royal-enfield-classic500-_JM; 12300000;2015;Royal Enfield;251 cc - 500 cc;Clásicas
CLASSIC500;677;http://mco-s1-p.mlstatic.com/royald-enfield-classic-500-side-car-329911-MCO20664750125_042016-O.jpg;Royald Enfield Classic 500 - Side Car;http://articulo.tumoto.com.co/MCO-421772659-royald-enfield-classic-500-side-car-_JM; 18200000;2015;Royal Enfield;251 cc - 500 cc;Clásicas
CLASSIC 350;4300;http://mco-s2-p.mlstatic.com/royal-enfield-classic-350-251-cc-500-cc-928711-MCO20637420654_032016-O.jpg;Royal Enfield Classic 350 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-423185849-royal-enfield-classic-350-251-cc-500-cc-_JM; 12500000;2015;Royal Enfield;251 cc - 500 cc;Clásicas
Bullet Clasic 500;11500;http://mco-s1-p.mlstatic.com/royal-enfield-bullet-clasic-500-501-cc-o-mas-409611-MCO20622681266_032016-O.jpg;Royal Enfield Bullet Clasic 500 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422854701-royal-enfield-bullet-clasic-500-501-cc-o-mas-_JM; 11900000;2012;Royal Enfield;501 cc o más;Clásicas
CONTINENTAL GT;421;http://mco-s2-p.mlstatic.com/royal-enfield-continental-gt-101511-MCO20572250815_022016-O.jpg;Royal Enfield Continental Gt;http://articulo.tumoto.com.co/MCO-421356055-royal-enfield-continental-gt-_JM; 18900000;2015;Royal Enfield;501 cc o más;Clásicas
Classic 500;1250;http://mco-s1-p.mlstatic.com/royal-enfield-classic-500-251-cc-500-cc-128911-MCO20668831500_042016-O.jpg;Royal Enfield Classic 500 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-421899387-royal-enfield-classic-500-251-cc-500-cc-_JM; 12500000;2016;Royal Enfield;251 cc - 500 cc;Clásicas
Gt continental;9700;http://mco-s2-p.mlstatic.com/royal-enfield-gt-continental-659911-MCO20668916098_042016-O.jpg;Royal Enfield Gt Continental;http://articulo.tumoto.com.co/MCO-421903390-royal-enfield-gt-continental-_JM; 13000000;2015;Royal Enfield;501 cc o más;Custom / Chopper
classic 350CC;8000;http://mco-s1-p.mlstatic.com/royal-enfield-classic-350-cc-200321-MCO20726993101_052016-O.jpg;Royal Enfield Classic 350 Cc;http://articulo.tumoto.com.co/MCO-423177877-royal-enfield-classic-350-cc-_JM; 10000000;2015;Royal Enfield;251 cc - 500 cc;Clásicas
C500;600;http://mco-s2-p.mlstatic.com/royal-enfield-c500-251-cc-500-cc-378121-MCO20716651357_052016-O.jpg;Royal Enfield C500 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-422973599-royal-enfield-c500-251-cc-500-cc-_JM; 12500000;2016;Royal Enfield;251 cc - 500 cc;Clásicas
Clasica;4800;http://mco-s1-p.mlstatic.com/royal-enfield-251-cc-500-cc-2015-258811-MCO20653047945_032016-O.jpg;Royal Enfield 251 Cc - 500 Cc 2015;http://articulo.tumoto.com.co/MCO-421519204-royal-enfield-251-cc-500-cc-2015-_JM; 10900000;2015;Royal Enfield;251 cc - 500 cc;Clásicas
Bullet 500;11995;http://mco-s2-p.mlstatic.com/royal-enfield-bullet-classic-efi-500-2009-model-410221-MLA20725983408_052016-O.jpg;Royal Enfield Bullet Classic Efi 500 2009 Model;http://articulo.tumoto.com.co/MCO-423570227-royal-enfield-bullet-classic-efi-500-2009-model-_JM; 10000000;2009;Royal Enfield;251 cc - 500 cc;Clásicas
SYM CROX 125R;1600;http://mco-s1-p.mlstatic.com/moto-scooter-marca-sym-crox-125r-267221-MCO20736508928_052016-O.jpg;Moto Scooter Marca Sym Crox 125r;http://articulo.tumoto.com.co/MCO-423405227-moto-scooter-marca-sym-crox-125r-_JM; 4800000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
Joymax 300i;6000;http://mco-s2-p.mlstatic.com/sym-joymax-300i-251-cc-500-cc-980021-MCO20688630850_042016-O.jpg;Sym Joymax 300i 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-422524913-sym-joymax-300i-251-cc-500-cc-_JM; 16000000;2016;SYM;251 cc - 500 cc;Scooters y Ciclomotores
CroxR150;0;http://mco-s1-p.mlstatic.com/sym-crox-r-150-negro-886011-MCO20467306407_102015-O.jpg;Sym Crox R 150 Negro;http://articulo.tumoto.com.co/MCO-423461063-sym-crox-r-150-negro-_JM; 5990000;2016;SYM;126 cc - 250 cc;Scooters y Ciclomotores
CITYCOMS300i;0;http://mco-s2-p.mlstatic.com/sym-citycoms300i-777801-MCO20405657731_092015-O.jpg;Sym Citycoms300i;http://articulo.tumoto.com.co/MCO-423461199-sym-citycoms300i-_JM; 14990000;2017;SYM;251 cc - 500 cc;Cuatriciclos y Triciclos
Fiddle 125;0;http://mco-s1-p.mlstatic.com/sym-fiddle-125-108901-MLA20438557223_102015-O.jpg;Sym Fiddle 125;http://articulo.tumoto.com.co/MCO-423461054-sym-fiddle-125-_JM; 5790000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
2016;0;http://mco-s1-p.mlstatic.com/sym-crox-125-r-388511-MLA20582044368_022016-O.jpg;Sym Crox 125 R;http://articulo.tumoto.com.co/MCO-423460963-sym-crox-125-r-_JM; 5490000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
CROX 125;0;http://mco-s2-p.mlstatic.com/sym-crox-125-320611-MLA20582044737_022016-O.jpg;Sym Crox 125;http://articulo.tumoto.com.co/MCO-423460966-sym-crox-125-_JM; 4690000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
CROX 125;0;http://mco-s1-p.mlstatic.com/sym-crox-125-691511-MLA20574855856_022016-O.jpg;Sym Crox 125;http://articulo.tumoto.com.co/MCO-423460958-sym-crox-125-_JM; 4690000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
CROX R 125;0;http://mco-s1-p.mlstatic.com/sym-crox-r-125-756901-MLA20438558362_102015-O.jpg;Sym Crox R 125;http://articulo.tumoto.com.co/MCO-423461072-sym-crox-r-125-_JM; 5490000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
SYM Fiddle III 125;0;http://mco-s1-p.mlstatic.com/sym-fiddle-iii-125-928511-MCO20578667910_022016-O.jpg;Sym Fiddle Iii 125;http://articulo.tumoto.com.co/MCO-420072129-sym-fiddle-iii-125-_JM; 5790000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
2015;4778;http://mco-s2-p.mlstatic.com/sym-crox-150-420221-MCO20719161023_052016-O.jpg;Sym Crox 150;http://articulo.tumoto.com.co/MCO-423039430-sym-crox-150-_JM; 4990000;2015;SYM;051cc - 125 cc;Scooters y Ciclomotores
2016;2077;http://mco-s1-p.mlstatic.com/sym-crox-125-507021-MCO20678726585_042016-O.jpg;Sym Crox 125;http://articulo.tumoto.com.co/MCO-422926399-sym-crox-125-_JM; 4240000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
Crox 150;1700;http://mco-s1-p.mlstatic.com/sym-crox-150-051cc-125-cc-422021-MCO20701246638_052016-O.jpg;Sym Crox 150 051cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422792134-sym-crox-150-051cc-125-cc-_JM; 5300000;2016;SYM;051cc - 125 cc;Scooters y Ciclomotores
APACHE 180 2016;9000;http://mco-s1-p.mlstatic.com/tvs-apache-180-2016-126-cc-250-cc-269221-MCO20737988378_052016-O.jpg;Tvs Apache 180 2016 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423442199-tvs-apache-180-2016-126-cc-250-cc-_JM; 4700000;2016;TVS;126 cc - 250 cc;De Calle
Tvs;1200;http://mco-s2-p.mlstatic.com/tvs-180-2016-337221-MLA20737784376_052016-O.jpg;Tvs 180 2016;http://articulo.tumoto.com.co/MCO-423399185-tvs-180-2016-_JM; 4900000;2016;TVS;126 cc - 250 cc;De Calle
TVS Apache 180cc;55000;http://mco-s2-p.mlstatic.com/tvs-tvs-apache-180cc-126-cc-250-cc-570121-MCO20698287508_052016-O.jpg;Tvs Tvs Apache 180cc 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422745869-tvs-tvs-apache-180cc-126-cc-250-cc-_JM; 4200000;2013;TVS;126 cc - 250 cc;De Calle
Apache RTR 160;26000;http://mco-s1-p.mlstatic.com/tvs-apache-rtr-160-126-cc-250-cc-293221-MCO20731966238_052016-O.jpg;Tvs Apache Rtr 160 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423276738-tvs-apache-rtr-160-126-cc-250-cc-_JM; 4300000;2015;TVS;126 cc - 250 cc;De Calle
TVS APACHE RTR 160CC;10280;http://mco-s1-p.mlstatic.com/tvs-apache-rtr-160cc-774121-MLA20725933833_052016-O.jpg;Tvs Apache Rtr 160cc;http://articulo.tumoto.com.co/MCO-423121121-tvs-apache-rtr-160cc-_JM; 4200000;2015;TVS;126 cc - 250 cc;De Calle
Apache 160;14822;http://mco-s2-p.mlstatic.com/tvs-126-cc-250-cc-apache-160-2013-634121-MCO20725186003_052016-O.jpg;Tvs 126 Cc - 250 Cc Apache 160 2013;http://articulo.tumoto.com.co/MCO-423140276-tvs-126-cc-250-cc-apache-160-2013-_JM; 3700000;2013;TVS;126 cc - 250 cc;De Calle
Auteco 100 sport;1;http://mco-s1-p.mlstatic.com/tvs-auteco-100-sport-051-cc-125-cc-600021-MCO20697886467_052016-O.jpg;Tvs Auteco 100 Sport 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422738127-tvs-auteco-100-sport-051-cc-125-cc-_JM; 3100000;2016;TVS;051 cc - 125 cc;De Calle
Apache;686;http://mco-s1-p.mlstatic.com/tvs-apache-126-cc-250-cc-742221-MCO20739241558_052016-O.jpg;Tvs Apache 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423480041-tvs-apache-126-cc-250-cc-_JM; 4900000;2016;TVS;126 cc - 250 cc;De Calle
APACHE RTR 180;13000;http://mco-s2-p.mlstatic.com/tvs-apache-rtr-180-126-cc-250-cc-308221-MCO20734235308_052016-O.jpg;Tvs Apache Rtr 180 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423341703-tvs-apache-rtr-180-126-cc-250-cc-_JM; 4700000;2016;TVS;126 cc - 250 cc;De Calle
2017;0;http://mco-s2-p.mlstatic.com/tvs-apache-180-2017-609611-MLA20609511433_022016-O.jpg;Tvs Apache 180 2017;http://articulo.tumoto.com.co/MCO-419746228-tvs-apache-180-2017-_JM; 5390000;2017;TVS;126 cc - 250 cc;De Calle
PULSAR 220;60000;http://mco-s2-p.mlstatic.com/moto-pulsar-220-559021-MLA20688232271_042016-O.jpg;Moto Pulsar 220;http://articulo.tumoto.com.co/MCO-422496906-moto-pulsar-220-_JM; 4650000;2013;TVS;126 cc - 250 cc;De Calle
APACHE 160 RTR;19000;http://mco-s1-p.mlstatic.com/tvs-apache-160-rtr-126-cc-250-cc-223221-MCO20732915069_052016-O.jpg;Tvs Apache 160 Rtr 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423311698-tvs-apache-160-rtr-126-cc-250-cc-_JM; 3800000;2014;TVS;126 cc - 250 cc;De Calle
TVS APACHE 180 RTR ;15000;http://mco-s2-p.mlstatic.com/tvs-apache-180-rtr-578911-MCO20676603816_042016-O.jpg;Tvs Apache 180 Rtr;http://articulo.tumoto.com.co/MCO-423129546-tvs-apache-180-rtr-_JM; 4590000;2015;TVS;126 cc - 250 cc;De Calle
2015;15850;http://mco-s2-p.mlstatic.com/hermosa-tvs-apache-modelo-2015-4490000-302221-MLA20710459103_052016-O.jpg;Hermosa Tvs Apache Modelo 2015 $4490000;http://articulo.tumoto.com.co/MCO-422895944-hermosa-tvs-apache-modelo-2015-4490000-_JM; 4490000;2015;TVS;126 cc - 250 cc;De Calle
2016;9853;http://mco-s1-p.mlstatic.com/tvs-apache-verde-2016-128021-MCO20693512346_042016-O.jpg;Tvs Apache Verde 2016;http://articulo.tumoto.com.co/MCO-422660108-tvs-apache-verde-2016-_JM; 4800000;2015;TVS;126 cc - 250 cc;De Calle
APACHE RTR 180;9500;http://mco-s2-p.mlstatic.com/tvs-apache-180-rtr-188711-MCO20647477907_032016-O.jpg;Tvs Apache 180 Rtr;http://articulo.tumoto.com.co/MCO-422656066-tvs-apache-180-rtr-_JM; 4500000;2014;TVS;126 cc - 250 cc;De Calle
2015;26000;http://mco-s1-p.mlstatic.com/tvs-2015-126-cc-250-cc-949111-MCO20477274482_112015-O.jpg;Tvs 2015 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422802500-tvs-2015-126-cc-250-cc-_JM; 3900000;2015;TVS;126 cc - 250 cc;De Calle
 TVS Apache 180;33000;http://mco-s1-p.mlstatic.com/tvs-apache-180-126-cc-250-cc-936101-MCO20276672248_042015-O.jpg;Tvs Apache 180 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421804757-tvs-apache-180-126-cc-250-cc-_JM; 4100000;2014;TVS;126 cc - 250 cc;De Calle
TIGER 800 XC ABS ARROW;23000;http://mco-s2-p.mlstatic.com/triumph-tiger-800-xc-abs-arrow-946811-MLA20634900612_032016-O.jpg;Triumph Tiger 800 Xc Abs Arrow;http://articulo.tumoto.com.co/MCO-423430986-triumph-tiger-800-xc-abs-arrow-_JM; 34800000;2012;Triumph;501 cc o más;Touring
THRUXTON;15000;http://mco-s1-p.mlstatic.com/triumph-thruxton-501-cc-o-mas-238811-MCO20643626509_032016-O.jpg;Triumph Thruxton 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423338219-triumph-thruxton-501-cc-o-mas-_JM; 32000000;2013;Triumph;501 cc o más;Clásicas
Tiger 800;33000;http://mco-s1-p.mlstatic.com/triumph-tiger-800-501-cc-o-mas-487411-MCO20564312561_012016-O.jpg;Triumph Tiger 800 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423492696-triumph-tiger-800-501-cc-o-mas-_JM; 32500000;2012;Triumph;501 cc o más;Touring
2013;49000;http://mco-s2-p.mlstatic.com/triumph-2013-501-cc-o-mas-869711-MCO20640727832_032016-O.jpg;Triumph 2013 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422655959-triumph-2013-501-cc-o-mas-_JM; 34000000;2013;Triumph;501 cc o más;Touring
TRIUMPH SCRAMBLER 900;16000;http://mco-s1-p.mlstatic.com/triumph-scrambler-900-perfecta-full-de-adicionales-587021-MCO20686575821_042016-O.jpg;Triumph Scrambler 900 Perfecta Full De Adicionales;http://articulo.tumoto.com.co/MCO-422488772-triumph-scrambler-900-perfecta-full-de-adicionales-_JM; 35000000;2012;Triumph;501 cc o más;Clásicas
Daytona 675 R;8600;http://mco-s1-p.mlstatic.com/triumph-daytona-675-r-501-cc-o-mas-422221-MCO20731159933_052016-O.jpg;Triumph Daytona 675 R 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423257541-triumph-daytona-675-r-501-cc-o-mas-_JM; 38500000;2012;Triumph;501 cc o más;Deportivas / Naked
Tiger 800;28000;http://mco-s1-p.mlstatic.com/triumph-tiger-800-501-cc-o-mas-988511-MCO20599013952_022016-O.jpg;Triumph Tiger 800 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422280492-triumph-tiger-800-501-cc-o-mas-_JM; 37000000;2014;Triumph;501 cc o más;Touring
TIGER XCX 800;9000;http://mco-s1-p.mlstatic.com/triumph-tiger-xcx-800-501-cc-o-mas-454911-MCO20673213180_042016-O.jpg;Triumph Tiger Xcx 800 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422653601-triumph-tiger-xcx-800-501-cc-o-mas-_JM; 54000000;2015;Triumph;501 cc o m?s;Touring
2013;26500;http://mco-s2-p.mlstatic.com/triumph-tiger-explorer-1200-como-nueva-cambio-a-tiger-800-568121-MCO20723206055_052016-O.jpg;Triumph Tiger Explorer 1200 -como Nueva Cambio A Tiger 800;http://articulo.tumoto.com.co/MCO-423108351-triumph-tiger-explorer-1200-como-nueva-cambio-a-tiger-800-_JM; 48500000;2015;Triumph;501 cc o más;Touring
Tiger XC 800;35000;http://mco-s1-p.mlstatic.com/triumph-tiger-xc-800-501-cc-o-mas-263121-MCO20703420171_052016-O.jpg;Triumph Tiger Xc 800 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422812676-triumph-tiger-xc-800-501-cc-o-mas-_JM; 30500000;2011;Triumph;501 cc o más;Touring
EXPLORER;11000;http://mco-s1-p.mlstatic.com/triumph-explorer-501-cc-o-mas-388411-MCO20556198579_012016-O.jpg;Triumph Explorer 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423239962-triumph-explorer-501-cc-o-mas-_JM; 53000000;2014;Triumph;501 cc o más;Touring
STREET TRIPLE R ;27000;http://mco-s1-p.mlstatic.com/triumph-street-tripler-501-cc-o-mas-643411-MCO20545535776_012016-O.jpg;Triumph Street Tripler 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422925399-triumph-street-tripler-501-cc-o-mas-_JM; 32000000;2014;Triumph;501 cc o más;Deportivas / Naked
SCRAMBLER;1000;http://mco-s2-p.mlstatic.com/triumph-scrambler-501-cc-o-mas-750021-MCO20692664716_042016-O.jpg;Triumph Scrambler 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422641889-triumph-scrambler-501-cc-o-mas-_JM; 32000000;2015;Triumph;501 cc o más;Custom / Chopper
Tiger Sport 1050 ABS;4900;http://mco-s1-p.mlstatic.com/triumph-tiger-sport-1050-abs-397021-MCO20690394260_042016-O.jpg;Triumph Tiger Sport 1050 Abs;http://articulo.tumoto.com.co/MCO-422557977-triumph-tiger-sport-1050-abs-_JM; 36000000;2014;Triumph;501 cc o más;Touring
Tiger 800 ABS;20000;http://mco-s2-p.mlstatic.com/triumph-tiger-800-abs-501-cc-o-mas-608801-MCO20398435255_082015-O.jpg;Triumph Tiger 800 Abs 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423271885-triumph-tiger-800-abs-501-cc-o-mas-_JM; 38000000;2014;Triumph;501 cc o m?s;Touring
Tiger 800XCX;5529;http://mco-s1-p.mlstatic.com/triumph-tiger-800xcx-blanca-2015-full-extras-580121-MLA20696583133_052016-O.jpg;Triumph Tiger 800xcx Blanca 2015 Full Extras;http://articulo.tumoto.com.co/MCO-423384761-triumph-tiger-800xcx-blanca-2015-full-extras-_JM; 55000000;2015;Triumph;501 cc o más;Touring
Bonneville Spirit Edición Especial;0;http://mco-s2-p.mlstatic.com/bonneville-spirit-707511-MCO20588482020_022016-O.jpg;Bonneville Spirit;http://articulo.tumoto.com.co/MCO-423384703-bonneville-spirit-_JM; 39600000;2015;Triumph;501 cc o más;Clásicas
TIGER1050;13238;http://mco-s1-p.mlstatic.com/triumph-tiger1050-978221-MCO20730581694_052016-O.jpg;Triumph Tiger1050;http://articulo.tumoto.com.co/MCO-423373150-triumph-tiger1050-_JM; 30500000;2012;Triumph;501 cc o más;Touring
Street Triple R;3500;http://mco-s2-p.mlstatic.com/triumph-street-triple-r-fe-841611-MCO20583888724_022016-O.jpg;Triumph Street Triple R - Fe;http://articulo.tumoto.com.co/MCO-423384641-triumph-street-triple-r-fe-_JM; 36000000;2014;Triumph;501 cc o más;Deportivas / Naked
TIGER EXPLORER 1200;37290;http://mco-s2-p.mlstatic.com/trimph-tiger-explorer-1200-793911-MCO20676486311_042016-O.jpg;Trimph Tiger Explorer 1200;http://articulo.tumoto.com.co/MCO-422081925-trimph-tiger-explorer-1200-_JM; 43800000;2013;Triumph;501 cc o más;Touring
TRUXTON 900;6900;http://mco-s2-p.mlstatic.com/triumph-thruxton-175911-MCO20661993471_042016-O.jpg;Triumph Thruxton;http://articulo.tumoto.com.co/MCO-421709685-triumph-thruxton-_JM; 30900000;2015;Triumph;501 cc o más;Clásicas
2014;26200;http://mco-s1-p.mlstatic.com/triumph-street-triple-r-abs-389811-MCO20663978532_042016-O.jpg;Triumph Street Triple R Abs;http://articulo.tumoto.com.co/MCO-421753278-triumph-street-triple-r-abs-_JM; 31000000;2014;Triumph;501 cc o más;Deportivas / Naked
Triumph Street Triple R;15000;http://mco-s2-p.mlstatic.com/vendo-triumph-street-triple-r-2014-con-15mil-kilometros-106611-MCO20589462517_022016-O.jpg;Vendo Triumph Street Triple R 2014 Con 15mil Kilometros!!!;http://articulo.tumoto.com.co/MCO-422845916-vendo-triumph-street-triple-r-2014-con-15mil-kilometros-_JM; 32000000;2014;Triumph;501 cc o más;Deportivas / Naked
TIGER EXPLORER 1200;19531;http://mco-s1-p.mlstatic.com/trimph-tiger-explorer-1200-794611-MCO20601307143_022016-O.jpg;Trimph Tiger Explorer 1200;http://articulo.tumoto.com.co/MCO-420614209-trimph-tiger-explorer-1200-_JM; 39900000;2013;Triumph;501 cc o más;Touring
TIGER EXPLORER;28000;http://mco-s1-p.mlstatic.com/triumph-tiger-explorer-501-cc-o-mas-728501-MCO20369137556_082015-O.jpg;Triumph Tiger Explorer 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422562986-triumph-tiger-explorer-501-cc-o-mas-_JM; 49500000;2013;Triumph;501 cc o más;Touring
StreetTripler;14400;http://mco-s1-p.mlstatic.com/triumph-streettripler-501-cc-o-mas-790901-MCO20429371009_092015-O.jpg;Triumph Streettripler 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423356285-triumph-streettripler-501-cc-o-mas-_JM; 28000000;2011;Triumph;501 cc o m?s;Deportivas / Naked
TIGER 800 XC;16800;http://mco-s1-p.mlstatic.com/triumph-tiger-800xc-372111-MLA20482607311_112015-O.jpg;Triumph Tiger 800xc;http://articulo.tumoto.com.co/MCO-422645343-triumph-tiger-800xc-_JM; 36500000;2013;Triumph;501 cc o más;Touring
STREET TRIPLE R ;13500;http://mco-s1-p.mlstatic.com/triumph-street-triple-r-501-cc-o-mas-193021-MCO20692604855_042016-O.jpg;Triumph Street Triple R 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422641255-triumph-street-triple-r-501-cc-o-mas-_JM; 31000000;2013;Triumph;501 cc o más;Deportivas / Naked
Tiger 800 xc;30000;http://mco-s1-p.mlstatic.com/triumph-tiger-800-xc-283121-MLA20712477785_052016-O.jpg;Triumph Tiger 800 Xc;http://articulo.tumoto.com.co/MCO-421502072-triumph-tiger-800-xc-_JM; 36000000;2014;Triumph;501 cc o más;Touring
TIGER ;17000;http://mco-s2-p.mlstatic.com/triumph-tiger-501-cc-o-mas-958811-MCO20628580080_032016-O.jpg;Triumph Tiger 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422948196-triumph-tiger-501-cc-o-mas-_JM; 54000000;2014;Triumph;501 cc o más;Touring
XPLORER 1200;42000;http://mco-s2-p.mlstatic.com/triumph-tiger-xplorer-1200-384711-MLA20622963132_032016-O.jpg;Triumph Tiger Xplorer 1200;http://articulo.tumoto.com.co/MCO-423400963-triumph-tiger-xplorer-1200-_JM; 45000000;2013;Triumph;501 cc o más;Touring
TIGER800XC;39900000;http://mco-s2-p.mlstatic.com/triumph-tiger800xc-579021-MCO20686619127_042016-O.jpg;Triumph Tiger800xc;http://articulo.tumoto.com.co/MCO-422489509-triumph-tiger800xc-_JM; 39900000;2013;Triumph;501 cc o más;Touring
XTREET II R 250;35000;http://mco-s1-p.mlstatic.com/united-motors-xtreet-ii-r-250-126-cc-250-cc-335221-MCO20733792346_052016-O.jpg;United Motors Xtreet Ii R 250 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423331841-united-motors-xtreet-ii-r-250-126-cc-250-cc-_JM; 3800000;2012;United Motors;126 cc - 250 cc;De Calle
2010;39000;http://mco-s1-p.mlstatic.com/united-motors-2010-126-cc-250-cc-224801-MCO20417587794_092015-O.jpg;United Motors 2010 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423468780-united-motors-2010-126-cc-250-cc-_JM; 2000000;2010;United Motors;126 cc - 250 cc;De Calle
DSF 125;50000;http://mco-s1-p.mlstatic.com/enduro-dsf-125-united-motors-um-404511-MLA20565111595_012016-O.jpg;Enduro Dsf 125 United Motors Um;http://articulo.tumoto.com.co/MCO-422507303-enduro-dsf-125-united-motors-um-_JM; 2500000;2008;United Motors;051 cc - 125 cc;Enduro, Cross y Trial
V25-650;39000;http://mco-s2-p.mlstatic.com/united-motors-v25-650-126-cc-250-cc-264121-MCO20723601842_052016-O.jpg;United Motors V25-650 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423120497-united-motors-v25-650-126-cc-250-cc-_JM; 6000000;2008;United Motors;126 cc - 250 cc;Deportivas / Naked
